,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine(in-CC),Power(in-bhp),Colour,Seats,Price,company_name
4853,Mercedes-Benz GLE,Chennai,2016,29000.0,Diesel,Automatic,11.57,2987,254.79,Others,5.0,65.0,Mercedes-Benz
4854,Toyota Innova,Delhi,2006,150000.0,Petrol,Manual,12.4,1998,132.0,Others,8.0,4.5,Toyota
4855,BMW X1,Chennai,2016,21000.0,Diesel,Automatic,17.05,1995,184.0,Others,5.0,33.0,BMW
4856,Maruti Celerio,Kochi,2017,3923.0,Petrol,Manual,23.1,998,67.04,White,5.0,5.2,Maruti
4857,Maruti Wagon,Delhi,2006,65771.0,Petrol,Manual,17.3,1061,64.0,Others,5.0,0.75,Maruti
4858,Tata Nano,Ahmedabad,2014,18050.0,Petrol,Manual,25.4,624,37.5,Others,4.0,1.0,Tata
4859,Skoda Laura,Pune,2011,31900.0,Petrol,Manual,13.4,1798,157.8,Black/Silver,5.0,3.75,Skoda
4860,Hyundai Verna,Kochi,2017,41534.0,Petrol,Manual,17.01,1591,121.3,Others,5.0,7.99,Hyundai
4861,Audi A4,Coimbatore,2012,46913.0,Diesel,Automatic,14.94,2967,241.4,Others,5.0,16.11,Audi
4862,Hyundai Grand,Coimbatore,2019,13916.0,Petrol,Manual,18.9,1197,81.86,Black/Silver,5.0,6.44,Hyundai
4863,BMW 3,Kochi,2015,30717.0,Diesel,Automatic,21.76,1995,190.0,Black/Silver,5.0,25.99,BMW
4864,Renault Duster,Jaipur,2012,97000.0,Diesel,Manual,20.45,1461,83.8,Others,5.0,4.25,Renault
4865,Ford EcoSport,Kochi,2017,63423.0,Diesel,Manual,23.0,1498,98.96,White,5.0,7.69,Ford
4866,Honda Jazz,Coimbatore,2016,45449.0,Diesel,Manual,27.3,1498,98.6,Others,5.0,7.48,Honda
4867,Maruti Ritz,Hyderabad,2012,68776.0,Petrol,Manual,21.1,1197,85.8,Black/Silver,5.0,3.9,Maruti
4868,Honda Amaze,Ahmedabad,2014,61297.0,Diesel,Manual,25.8,1498,98.6,Black/Silver,5.0,4.35,Honda
4869,Toyota Innova,Mumbai,2017,22000.0,Diesel,Manual,13.68,2393,147.8,Others,8.0,16.5,Toyota
4870,Mahindra XUV500,Chennai,2011,126000.0,Diesel,Manual,16.0,2179,140.0,Others,7.0,6.7,Mahindra
4871,Nissan Sunny,Jaipur,2013,120005.0,Diesel,Manual,21.64,1461,84.8,White,5.0,4.0,Nissan
4872,Tata Manza,Pune,2012,73000.0,Diesel,Manual,21.12,1248,88.8,White,5.0,3.4,Tata
4873,Maruti Zen,Kochi,2003,61495.0,Petrol,Manual,17.3,993,60.0,Others,5.0,1.52,Maruti
4875,Toyota Etios,Pune,2018,3000.0,Diesel,Manual,23.59,1364,67.04,White,5.0,7.9,Toyota
4876,Hyundai Grand,Jaipur,2016,46522.0,Diesel,Manual,24.0,1120,70.0,Black/Silver,5.0,4.5,Hyundai
4877,Maruti Vitara,Pune,2016,21558.0,Diesel,Manual,24.3,1248,88.5,Black/Silver,5.0,8.9,Maruti
4878,Volkswagen Ameo,Kochi,2018,46007.0,Petrol,Manual,17.0,1198,73.75,White,5.0,5.71,Volkswagen
4879,Ford Endeavour,Coimbatore,2017,50484.0,Diesel,Automatic,10.91,3198,197.2,Others,7.0,31.12,Ford
4880,Maruti Swift,Hyderabad,2008,76206.0,Diesel,Manual,17.8,1248,75.0,Black/Silver,5.0,4.25,Maruti
4881,Honda City,Mumbai,2011,57000.0,Petrol,Automatic,16.8,1497,118.0,Others,5.0,4.4,Honda
4882,Volkswagen Polo,Kolkata,2016,22000.0,Diesel,Manual,20.14,1498,88.0,Others,5.0,6.29,Volkswagen
4883,Mercedes-Benz A,Pune,2015,48300.0,Diesel,Automatic,20.0,2143,107.3,White,5.0,17.5,Mercedes-Benz
4884,Mahindra XUV500,Hyderabad,2013,49000.0,Diesel,Manual,16.0,2179,140.0,Others,7.0,9.0,Mahindra
4885,Maruti Alto,Chennai,2017,5500.0,Petrol,Automatic,24.07,998,67.1,Others,5.0,4.25,Maruti
4886,Hyundai i20,Mumbai,2010,57500.0,Petrol,Manual,18.5,1197,80.0,Others,5.0,2.75,Hyundai
4887,Tata Tigor,Kochi,2018,28973.0,Diesel,Manual,24.7,1047,69.0,Others,5.0,6.64,Tata
4888,Porsche Boxster,Kolkata,2015,10512.0,Petrol,Automatic,8.6,2706,265.0,Others,2.0,64.0,Porsche
4889,Maruti Alto,Mumbai,2010,66000.0,Petrol,Manual,19.7,796,46.3,White,5.0,1.5,Maruti
4890,Toyota Innova,Kochi,2018,8899.0,Diesel,Manual,13.68,2393,147.8,White,7.0,19.92,Toyota
4891,Hyundai Verna,Mumbai,2015,40600.0,Petrol,Automatic,17.0,1591,121.3,Black/Silver,5.0,7.2,Hyundai
4892,Hyundai i20,Kochi,2017,58620.0,Petrol,Manual,18.6,1197,81.83,White,5.0,7.14,Hyundai
4893,Maruti Swift,Coimbatore,2013,38995.0,Diesel,Manual,19.3,1248,73.9,Black/Silver,5.0,6.46,Maruti
4894,Toyota Corolla,Delhi,2013,56000.0,Petrol,Automatic,14.53,1798,138.1,Others,5.0,8.25,Toyota
4896,Renault Duster,Delhi,2012,130000.0,Diesel,Manual,19.64,1461,108.45,Black/Silver,5.0,3.75,Renault
4897,Honda Amaze,Jaipur,2014,69000.0,Petrol,Manual,19.5,1199,88.76,Black/Silver,5.0,4.5,Honda
4899,Toyota Fortuner,Hyderabad,2012,158000.0,Diesel,Automatic,12.55,2982,168.5,Black/Silver,7.0,17.49,Toyota
4900,Maruti Wagon,Ahmedabad,2007,55100.0,Petrol,Manual,18.9,998,67.1,Black/Silver,5.0,1.45,Maruti
4901,Mercedes-Benz E-Class,Pune,2010,130923.0,Diesel,Automatic,14.21,2143,203.0,Black/Silver,5.0,12.5,Mercedes-Benz
4902,Maruti Swift,Kolkata,2015,43000.0,Diesel,Manual,26.59,1248,74.0,White,5.0,5.5,Maruti
4903,Ford Figo,Kochi,2016,33554.0,Diesel,Manual,25.83,1498,99.0,White,5.0,6.22,Ford
4904,Tata Indica,Chennai,2017,129000.0,Diesel,Manual,25.0,1396,69.0,Black/Silver,5.0,3.0,Tata
4905,Hyundai Grand,Kochi,2018,10393.0,Petrol,Manual,18.9,1197,81.86,Black/Silver,5.0,6.03,Hyundai
4906,Porsche Panamera,Kochi,2014,60033.0,Diesel,Automatic,18.18,2967,250.0,White,4.0,51.52,Porsche
4907,Hyundai Creta,Coimbatore,2018,17665.0,Petrol,Manual,15.8,1591,121.3,Black/Silver,5.0,11.78,Hyundai
4908,Ford Endeavour,Hyderabad,2018,15000.0,Diesel,Automatic,10.91,3198,197.0,Black/Silver,7.0,33.0,Ford
4909,Maruti Vitara,Ahmedabad,2017,80000.0,Diesel,Manual,24.3,1248,88.5,Black/Silver,5.0,8.0,Maruti
4910,Hyundai Verna,Hyderabad,2013,48158.0,Diesel,Manual,22.32,1582,126.32,Others,5.0,6.7,Hyundai
4911,BMW 5,Chennai,2010,58000.0,Diesel,Automatic,18.59,2993,265.0,Black/Silver,5.0,11.75,BMW
4912,Honda Amaze,Kolkata,2014,64000.0,Diesel,Manual,25.8,1498,98.6,Others,5.0,3.5,Honda
4913,Honda City,Coimbatore,2013,38622.0,Petrol,Manual,17.4,1497,117.3,Others,5.0,6.26,Honda
4914,Hyundai Grand,Delhi,2015,63776.0,Diesel,Manual,24.0,1120,70.0,Others,5.0,3.96,Hyundai
4915,Hyundai i20,Chennai,2011,24000.0,Petrol,Manual,17.0,1197,80.0,White,5.0,4.25,Hyundai
4916,Maruti Wagon,Kolkata,2018,10000.0,Petrol,Manual,20.51,998,67.04,Others,5.0,4.5,Maruti
4917,Maruti Celerio,Hyderabad,2014,44600.0,Petrol,Automatic,23.1,998,67.04,Others,5.0,4.55,Maruti
4918,Land Rover Freelander,Pune,2012,85000.0,Diesel,Automatic,0.0,2179,115.0,Others,5.0,17.5,Land
4919,Maruti Swift,Delhi,2014,55000.0,Petrol,Manual,18.6,1197,85.8,Black/Silver,5.0,4.2,Maruti
4920,Mahindra Xylo,Chennai,2015,82000.0,Diesel,Manual,14.02,2179,118.3,Black/Silver,7.0,4.85,Mahindra
4921,Skoda Rapid,Hyderabad,2015,34000.0,Diesel,Automatic,21.66,1498,103.52,Black/Silver,5.0,7.99,Skoda
4922,Mercedes-Benz B,Delhi,2013,32000.0,Petrol,Automatic,14.8,1595,120.7,Others,5.0,11.0,Mercedes-Benz
4923,BMW 3,Ahmedabad,2015,100000.0,Diesel,Automatic,18.88,1995,184.0,Others,5.0,24.75,BMW
4924,Nissan Micra,Kolkata,2011,39002.0,Diesel,Manual,23.08,1461,63.1,White,5.0,2.85,Nissan
4925,Maruti Swift,Kochi,2017,34613.0,Diesel,Manual,28.4,1248,74.0,Black/Silver,5.0,6.24,Maruti
4926,Maruti Swift,Mumbai,2008,69000.0,Petrol,Manual,20.4,1197,81.8,Black/Silver,5.0,2.15,Maruti
4927,Hyundai i20,Coimbatore,2017,35043.0,Petrol,Manual,17.19,1197,81.86,Others,5.0,8.19,Hyundai
4928,Maruti Wagon,Pune,2010,71000.0,Petrol,Manual,18.9,998,67.1,Black/Silver,5.0,2.0,Maruti
4929,Hyundai i20,Kolkata,2012,33249.0,Diesel,Manual,21.27,1396,88.76,Black/Silver,5.0,3.25,Hyundai
4930,Skoda Superb,Hyderabad,2010,53293.0,Petrol,Manual,13.14,1798,160.0,Black/Silver,5.0,6.0,Skoda
4931,Toyota Camry,Mumbai,2010,62714.0,Petrol,Automatic,12.1,2362,164.7,Black/Silver,5.0,4.5,Toyota
4932,Mercedes-Benz New,Kolkata,2010,30500.0,Petrol,Automatic,11.74,1796,186.0,White,5.0,10.5,Mercedes-Benz
4933,Honda Amaze,Kochi,2017,37578.0,Petrol,Manual,18.0,1198,86.7,White,5.0,6.14,Honda
4934,Maruti Swift,Bangalore,2006,80010.0,Petrol,Manual,20.4,1197,81.8,White,5.0,2.85,Maruti
4935,Mercedes-Benz GLC,Mumbai,2017,24000.0,Diesel,Automatic,17.9,2143,170.0,White,5.0,46.95,Mercedes-Benz
4936,Mahindra Scorpio,Hyderabad,2014,90000.0,Diesel,Manual,12.05,2179,120.0,Black/Silver,8.0,7.9,Mahindra
4937,Chevrolet Cruze,Pune,2012,137008.0,Diesel,Automatic,18.1,1991,147.9,Black/Silver,4.0,4.65,Chevrolet
4938,Ford Fiesta,Pune,2010,85000.0,Petrol,Manual,15.3,1596,101.0,Others,5.0,1.46,Ford
4939,Hyundai Xcent,Coimbatore,2015,65743.0,Petrol,Manual,20.14,1197,81.86,White,5.0,6.2,Hyundai
4940,Hyundai i20,Chennai,2011,32200.0,Petrol,Manual,17.0,1197,80.0,White,5.0,3.25,Hyundai
4941,Ford Figo,Kolkata,2015,4311.0,Diesel,Manual,25.83,1498,99.0,Black/Silver,5.0,4.8,Ford
4942,Hyundai Creta,Bangalore,2017,26246.0,Petrol,Manual,15.29,1591,121.3,Others,5.0,10.75,Hyundai
4943,Hyundai Grand,Kolkata,2014,19500.0,Petrol,Manual,18.9,1197,82.0,Black/Silver,5.0,2.85,Hyundai
4944,Maruti Wagon,Coimbatore,2017,37832.0,Petrol,Automatic,22.5,998,67.0,Black/Silver,5.0,5.23,Maruti
4945,Maruti Baleno,Kochi,2017,24773.0,Petrol,Manual,21.4,1197,83.1,White,5.0,7.5,Maruti
4946,Maruti Dzire,Delhi,2016,45376.0,Diesel,Manual,28.4,1248,73.75,White,5.0,5.75,Maruti
4947,Honda Amaze,Delhi,2013,90000.0,Diesel,Manual,25.8,1498,98.6,Others,5.0,3.8,Honda
4948,Volkswagen Jetta,Kochi,2013,76718.0,Diesel,Automatic,16.96,1968,138.03,White,5.0,6.51,Volkswagen
4949,Mahindra Scorpio,Delhi,2011,85000.0,Diesel,Manual,12.05,2179,120.0,White,8.0,5.25,Mahindra
4950,Honda Amaze,Coimbatore,2015,53497.0,Petrol,Manual,18.0,1198,86.7,Others,5.0,5.45,Honda
4951,BMW 5,Coimbatore,2013,108640.0,Diesel,Automatic,11.5,2993,235.0,White,5.0,23.29,BMW
4952,Maruti S-Cross,Delhi,2018,12923.0,Diesel,Manual,25.1,1248,88.5,White,5.0,8.92,Maruti
4953,Chevrolet Beat,Chennai,2012,82697.0,Diesel,Manual,25.44,936,57.6,Others,5.0,1.9,Chevrolet
4954,Mahindra Scorpio,Kolkata,2012,62000.0,Diesel,Manual,12.05,2179,120.0,Black/Silver,8.0,6.25,Mahindra
4955,Maruti SX4,Delhi,2009,92000.0,Petrol,Manual,15.5,1586,103.3,Black/Silver,5.0,2.7,Maruti
4956,Maruti Baleno,Hyderabad,2005,92450.0,Petrol,Manual,15.4,1590,94.0,White,5.0,1.2,Maruti
4957,Tata Zest,Mumbai,2014,36000.0,Petrol,Manual,17.57,1193,88.7,Black/Silver,5.0,3.7,Tata
4958,Tata Nexon,Coimbatore,2018,17477.0,Petrol,Manual,17.0,1198,108.5,White,5.0,9.62,Tata
4959,Hyundai Xcent,Mumbai,2016,10200.0,Petrol,Manual,19.1,1197,82.0,Black/Silver,5.0,4.99,Hyundai
4960,Maruti Baleno,Pune,2006,146000.0,Petrol,Manual,15.4,1590,94.0,Others,5.0,1.05,Maruti
4961,Toyota Innova,Mumbai,2016,25121.0,Diesel,Manual,13.68,2393,147.8,Black/Silver,7.0,17.11,Toyota
4962,Tata Nano,Hyderabad,2014,16810.0,Petrol,Manual,25.4,624,37.5,Black/Silver,4.0,1.6,Tata
4963,Hyundai Verna,Delhi,2011,103814.0,Diesel,Manual,22.32,1582,126.32,Black/Silver,5.0,4.5,Hyundai
4964,Mercedes-Benz GLE,Mumbai,2016,21000.0,Diesel,Automatic,17.9,2143,201.15,Black/Silver,5.0,56.0,Mercedes-Benz
4965,Honda Jazz,Kochi,2017,41981.0,Petrol,Manual,18.7,1199,88.7,White,5.0,6.14,Honda
4966,Maruti Ritz,Chennai,2011,67000.0,Petrol,Manual,18.5,1197,85.8,Others,5.0,2.25,Maruti
4967,Hyundai EON,Kochi,2015,43993.0,Petrol,Manual,21.1,814,55.2,Others,5.0,3.45,Hyundai
4968,Honda Civic,Hyderabad,2008,95000.0,Petrol,Automatic,12.9,1799,130.0,Others,5.0,3.0,Honda
4969,Tata Indigo,Chennai,2009,167000.0,Diesel,Manual,19.09,1396,69.0,Others,5.0,2.7,Tata
4970,Hyundai EON,Hyderabad,2013,17729.0,Petrol,Manual,21.1,814,55.2,Others,5.0,3.65,Hyundai
4971,Volkswagen Passat,Kolkata,2012,39273.0,Diesel,Automatic,14.3,1968,140.0,White,5.0,6.99,Volkswagen
4972,Hyundai i20,Kochi,2016,55036.0,Diesel,Manual,22.54,1396,88.73,Others,5.0,6.35,Hyundai
4973,Hyundai Santa,Bangalore,2014,48000.0,Diesel,Automatic,13.01,2199,194.3,Black/Silver,7.0,16.25,Hyundai
4974,Toyota Etios,Kochi,2015,52207.0,Petrol,Manual,17.71,1197,78.9,White,5.0,4.56,Toyota
4975,Hyundai i10,Delhi,2012,51000.0,Petrol,Manual,19.81,1086,68.05,Others,5.0,2.2,Hyundai
4976,Mercedes-Benz New,Delhi,2016,20000.0,Diesel,Automatic,19.27,2143,170.0,Others,5.0,33.0,Mercedes-Benz
4977,Volkswagen Polo,Hyderabad,2015,50000.0,Diesel,Manual,20.14,1498,88.8,Black/Silver,5.0,6.2,Volkswagen
4978,Chevrolet Beat,Kochi,2014,52398.0,Diesel,Manual,25.44,936,57.6,Others,5.0,2.47,Chevrolet
4979,Maruti Ritz,Chennai,2009,83000.0,Diesel,Manual,23.2,1248,73.94,Others,5.0,2.95,Maruti
4980,Renault Duster,Hyderabad,2013,74911.0,Diesel,Manual,20.45,1461,83.8,White,5.0,6.0,Renault
4981,Honda City,Delhi,2015,50000.0,Petrol,Automatic,18.0,1497,117.3,White,5.0,8.25,Honda
4982,Hyundai Getz,Pune,2005,91000.0,Petrol,Manual,16.8,1341,83.0,Others,5.0,0.8,Hyundai
4983,Volkswagen Polo,Pune,2010,39000.0,Diesel,Manual,22.07,1199,73.9,Others,5.0,3.05,Volkswagen
4984,Hyundai Xcent,Delhi,2015,58000.0,Diesel,Manual,24.4,1120,71.01,Black/Silver,5.0,4.95,Hyundai
4985,Audi A4,Hyderabad,2015,50000.0,Diesel,Automatic,17.11,1968,174.33,Others,5.0,25.0,Audi
4986,Audi A6,Kochi,2013,91903.0,Diesel,Automatic,17.68,1968,174.33,Black/Silver,5.0,17.56,Audi
4987,Audi Q5,Coimbatore,2017,40318.0,Diesel,Automatic,14.16,1968,174.3,White,5.0,43.74,Audi
4988,Mahindra XUV500,Kochi,2012,82103.0,Diesel,Manual,15.1,2179,140.0,Black/Silver,7.0,6.2,Mahindra
4989,Volkswagen Vento,Mumbai,2014,61529.0,Petrol,Automatic,18.19,1197,103.5,White,5.0,5.65,Volkswagen
4990,Skoda Laura,Delhi,2013,81755.0,Diesel,Manual,20.0,1968,108.5,White,5.0,4.75,Skoda
4991,Audi A4,Bangalore,2014,21000.0,Diesel,Automatic,17.11,1968,174.33,Others,5.0,24.5,Audi
4992,Fiat Linea,Kochi,2016,56628.0,Diesel,Manual,20.4,1248,92.0,Black/Silver,5.0,5.85,Fiat
4993,Honda Civic,Ahmedabad,2009,89000.0,Petrol,Manual,13.5,1799,130.0,Others,5.0,4.25,Honda
4994,Volkswagen Polo,Delhi,2013,69000.0,Petrol,Automatic,17.21,1197,103.6,Black/Silver,5.0,4.5,Volkswagen
4995,Hyundai Verna,Mumbai,2011,74000.0,Diesel,Manual,22.32,1582,126.3,Black/Silver,5.0,3.75,Hyundai
4996,Honda Civic,Pune,2010,61700.0,Petrol,Manual,14.8,1799,130.2,Others,5.0,2.95,Honda
4997,Maruti Wagon,Pune,2014,58000.0,CNG,Manual,26.6,998,58.16,White,5.0,3.0,Maruti
4998,Mercedes-Benz New,Hyderabad,2012,41367.0,Diesel,Automatic,15.8,2148,170.0,Black/Silver,5.0,18.49,Mercedes-Benz
4999,Hyundai Verna,Kochi,2019,12645.0,Petrol,Automatic,17.0,1591,121.3,White,5.0,11.5,Hyundai
5000,Hyundai i20,Pune,2016,6000.0,Petrol,Manual,17.19,1197,81.86,Black/Silver,5.0,7.25,Hyundai
5001,Maruti Dzire,Coimbatore,2018,25082.0,Diesel,Automatic,28.4,1248,73.75,White,5.0,8.37,Maruti
5002,Mercedes-Benz New,Coimbatore,2018,20604.0,Diesel,Automatic,19.27,2143,167.62,White,5.0,39.62,Mercedes-Benz
5003,Renault Duster,Delhi,2015,73539.0,Diesel,Manual,19.01,1461,108.45,White,5.0,6.75,Renault
5004,Hyundai Verna,Hyderabad,2008,90000.0,Diesel,Manual,16.8,1493,110.0,Others,5.0,2.25,Hyundai
5005,Audi Q7,Coimbatore,2015,55662.0,Diesel,Automatic,12.07,2967,241.4,Others,7.0,42.83,Audi
5006,Toyota Etios,Pune,2015,190000.0,Petrol,Manual,16.78,1496,88.73,Black/Silver,5.0,3.85,Toyota
5007,Hyundai Elantra,Jaipur,2012,98008.0,Diesel,Manual,22.7,1582,126.24,White,5.0,6.25,Hyundai
5008,Toyota Etios,Pune,2014,80102.0,Petrol,Manual,17.71,1197,78.9,White,5.0,3.5,Toyota
5009,Ford Ecosport,Mumbai,2017,30000.0,Diesel,Manual,22.7,1498,89.84,Black/Silver,5.0,8.75,Ford
5010,Honda City,Delhi,2015,50000.0,Petrol,Automatic,18.0,1497,117.3,Black/Silver,5.0,7.41,Honda
5011,Mahindra XUV500,Delhi,2016,81177.0,Diesel,Manual,16.0,1997,140.0,Black/Silver,7.0,11.25,Mahindra
5012,Honda City,Kochi,2015,80606.0,Diesel,Manual,25.1,1498,98.6,Others,5.0,6.96,Honda
5013,Hyundai Xcent,Jaipur,2014,12500.0,Petrol,Manual,19.1,1197,82.0,White,5.0,4.15,Hyundai
5014,Jaguar XF,Pune,2013,46000.0,Diesel,Automatic,16.36,2179,187.7,White,5.0,24.0,Jaguar
5015,Maruti Swift,Chennai,2012,78000.0,Diesel,Manual,22.9,1248,74.0,Others,5.0,4.4,Maruti
5016,Mercedes-Benz CLA,Delhi,2016,40000.0,Petrol,Automatic,15.04,1991,183.0,Black/Silver,5.0,24.5,Mercedes-Benz
5017,Hyundai i20,Chennai,2012,107000.0,Diesel,Manual,21.27,1396,88.76,Others,5.0,4.5,Hyundai
5019,Maruti Ertiga,Jaipur,2014,57000.0,Diesel,Manual,20.77,1248,88.8,Others,7.0,7.0,Maruti
5020,Mahindra Scorpio,Delhi,2012,77000.0,Diesel,Manual,12.05,2179,120.0,Others,8.0,4.93,Mahindra
5021,Toyota Innova,Coimbatore,2015,67585.0,Diesel,Manual,12.99,2494,100.6,White,7.0,11.99,Toyota
5022,Maruti Omni,Coimbatore,2019,4721.0,Petrol,Manual,14.0,796,35.0,White,5.0,4.11,Maruti
5023,Nissan Sunny,Pune,2013,125600.0,Diesel,Manual,21.64,1461,84.8,Black/Silver,5.0,3.75,Nissan
5024,Toyota Fortuner,Pune,2012,125000.0,Diesel,Automatic,11.5,2982,169.0,Black/Silver,7.0,13.5,Toyota
5025,Datsun GO,Kolkata,2016,6000.0,Petrol,Manual,20.63,1198,67.06,Black/Silver,5.0,2.7,Datsun
5026,Toyota Innova,Ahmedabad,2016,54000.0,Diesel,Manual,13.68,2393,147.8,Others,7.0,16.5,Toyota
5027,Maruti Vitara,Delhi,2017,40000.0,Diesel,Manual,24.3,1248,88.5,White,5.0,7.85,Maruti
5028,Maruti Swift,Hyderabad,2013,99595.0,Diesel,Manual,22.9,1248,74.0,Others,5.0,4.75,Maruti
5029,Honda Jazz,Hyderabad,2016,43000.0,Diesel,Manual,27.3,1498,98.6,Others,5.0,7.75,Honda
5030,Hyundai i10,Delhi,2012,62282.0,Petrol,Automatic,16.95,1197,78.9,Black/Silver,5.0,2.9,Hyundai
5031,Honda City,Chennai,2014,30000.0,Petrol,Manual,16.8,1497,116.3,Black/Silver,5.0,6.0,Honda
5032,Maruti Swift,Chennai,2019,65000.0,Diesel,Automatic,26.59,1248,74.0,Black/Silver,5.0,6.75,Maruti
5033,Hyundai i20,Mumbai,2014,32720.0,Diesel,Manual,23.0,1396,90.0,White,5.0,4.5,Hyundai
5034,Maruti Celerio,Hyderabad,2014,44000.0,Petrol,Automatic,23.1,998,67.04,Others,5.0,4.3,Maruti
5035,Maruti Celerio,Delhi,2014,48000.0,Petrol,Manual,23.1,998,67.04,Black/Silver,5.0,3.25,Maruti
5036,Renault Duster,Jaipur,2013,61238.0,Diesel,Manual,20.45,1461,83.8,White,5.0,5.25,Renault
5037,Maruti Swift,Delhi,2014,71800.0,Diesel,Manual,23.4,1248,74.0,Others,5.0,2.9,Maruti
5038,Hyundai i20,Mumbai,2010,58000.0,Petrol,Manual,18.5,1197,80.0,Black/Silver,5.0,2.5,Hyundai
5039,Renault KWID,Kochi,2016,53886.0,Petrol,Manual,25.17,799,53.3,Black/Silver,5.0,3.07,Renault
5040,Hyundai i10,Mumbai,2008,38235.0,Petrol,Manual,20.36,1197,78.9,Black/Silver,5.0,1.95,Hyundai
5041,Toyota Fortuner,Delhi,2014,107000.0,Diesel,Manual,13.0,2982,168.5,Others,7.0,16.5,Toyota
5042,Ford Ikon,Chennai,2002,65134.0,Petrol,Manual,13.8,1299,70.0,Black/Silver,5.0,0.8,Ford
5043,Toyota Corolla,Pune,2009,70000.0,Petrol,Manual,14.53,1798,138.1,Black/Silver,5.0,3.0,Toyota
5044,Skoda Fabia,Pune,2008,61000.0,Petrol,Manual,17.5,1198,70.0,Black/Silver,5.0,1.65,Skoda
5045,Maruti Swift,Kolkata,2013,40000.0,Petrol,Manual,19.1,1197,85.8,Black/Silver,5.0,3.55,Maruti
5046,Audi Q5,Hyderabad,2016,43000.0,Diesel,Automatic,14.16,1968,174.3,Black/Silver,5.0,39.5,Audi
5047,Skoda Superb,Kochi,2019,13747.0,Petrol,Automatic,14.67,1798,177.46,Others,5.0,27.3,Skoda
5048,Mercedes-Benz New,Delhi,2011,51000.0,Petrol,Automatic,11.74,1796,186.0,Others,5.0,11.5,Mercedes-Benz
5049,Mahindra XUV500,Pune,2012,80000.0,Diesel,Manual,15.1,2179,140.0,Black/Silver,7.0,6.5,Mahindra
5050,Maruti Swift,Delhi,2012,52000.0,Diesel,Manual,28.4,1248,74.0,White,5.0,3.55,Maruti
5051,Mercedes-Benz New,Kochi,2011,71703.0,Petrol,Automatic,14.74,1991,181.03,White,5.0,9.14,Mercedes-Benz
5052,Chevrolet Aveo,Mumbai,2011,57000.0,Petrol,Manual,14.49,1399,92.7,White,5.0,2.1,Chevrolet
5053,Hyundai i20,Mumbai,2017,14001.0,Petrol,Manual,18.6,1197,81.83,Others,5.0,5.75,Hyundai
5054,Maruti Alto,Delhi,2012,65537.0,CNG,Manual,33.44,796,40.3,Black/Silver,4.0,2.1,Maruti
5055,Honda City,Delhi,2010,87430.0,Petrol,Manual,17.0,1497,118.0,White,5.0,3.5,Honda
5056,Ford EcoSport,Coimbatore,2019,35188.0,Diesel,Manual,22.77,1498,98.59,Others,5.0,11.13,Ford
5057,Maruti Alto,Pune,2017,38000.0,Petrol,Manual,22.74,796,47.3,Others,5.0,3.11,Maruti
5058,BMW 3,Chennai,2014,70000.0,Diesel,Automatic,18.88,1995,184.0,White,5.0,17.55,BMW
5059,Ford Endeavour,Hyderabad,2007,130000.0,Diesel,Manual,13.1,2499,141.0,White,7.0,6.0,Ford
5060,Maruti Wagon,Pune,2015,25200.0,Petrol,Manual,18.9,998,67.1,White,5.0,3.35,Maruti
5061,Honda Jazz,Kolkata,2010,39800.0,Petrol,Manual,16.0,1198,90.0,Black/Silver,5.0,1.99,Honda
5062,Hyundai i10,Chennai,2012,55231.0,Petrol,Manual,20.36,1197,78.9,White,5.0,2.78,Hyundai
5063,Maruti Wagon,Mumbai,2014,40000.0,CNG,Manual,26.6,998,58.16,Black/Silver,5.0,3.15,Maruti
5064,Honda Accord,Mumbai,2011,60000.0,Petrol,Automatic,11.7,2354,177.6,White,5.0,4.45,Honda
5065,Mahindra KUV,Kochi,2017,29085.0,Petrol,Manual,18.15,1198,82.0,White,6.0,5.84,Mahindra
5066,Tata Nano,Kochi,2014,59508.0,Petrol,Manual,25.4,624,37.48,White,4.0,1.26,Tata
5067,Toyota Fortuner,Pune,2014,55960.0,Diesel,Manual,11.5,2982,171.0,Black/Silver,7.0,17.25,Toyota
5068,Honda Amaze,Kolkata,2014,36000.0,Diesel,Manual,25.8,1498,98.6,Black/Silver,5.0,3.25,Honda
5069,Maruti Omni,Coimbatore,2017,15473.0,Petrol,Manual,16.8,796,34.2,White,5.0,3.58,Maruti
5070,Honda Amaze,Kochi,2017,61795.0,Petrol,Manual,17.8,1198,86.7,Black/Silver,5.0,5.53,Honda
5071,Fiat Grande,Kolkata,2011,25000.0,Petrol,Manual,15.7,1172,67.0,Black/Silver,5.0,1.25,Fiat
5072,Honda Jazz,Kochi,2010,82606.0,Petrol,Manual,16.0,1198,90.0,White,5.0,2.69,Honda
5073,Jeep Compass,Coimbatore,2019,6261.0,Diesel,Manual,16.3,1956,170.0,Black/Silver,5.0,23.91,Jeep
5074,Maruti Alto,Mumbai,2013,26200.0,CNG,Manual,30.46,796,47.3,Black/Silver,5.0,2.15,Maruti
5075,Volkswagen Ameo,Kochi,2018,17370.0,Petrol,Manual,17.0,1198,73.75,White,5.0,5.84,Volkswagen
5076,Maruti Alto,Kolkata,2018,2100.0,Petrol,Manual,24.07,998,67.1,Black/Silver,5.0,3.6,Maruti
5077,Honda Brio,Mumbai,2012,25000.0,Petrol,Manual,18.4,1198,86.8,White,5.0,2.75,Honda
